# Expression Atlas version: 3.1
# Query: Genes matching: 'protein_coding (gene_biotype)', specifically expressed in any Organism part above the expression level cutoff: 0.5 in experiment E-MTAB-2836
# Timestamp: Wed, 15-Mar-2017 20:44:50
Gene ID	Gene Name	adipose tissue	adrenal gland	bone marrow	cerebral cortex	colon	duodenum	endometrium	esophagus	fallopian tube	gall bladder	heart	kidney	liver	lung	lymph node	ovary	pancreas	placenta	prostate gland	rectum	saliva-secreting gland	skeletal muscle tissue	small intestine	smooth muscle tissue	spleen	stomach	testis	thyroid gland	tonsil	urinary bladder	vermiform appendix	zone of skin
ENSG00000007866	TEAD3	7	5		0.8	12	13	33	24	19	21	14	6	3	12	2	13	2	32	23	14	7	8	14	41	6	8	6	6	5	21	11	24
ENSG00000007908	SELE	6	2			0.5	0.6	2	3	1	10	0.5	0.6	2	0.9	3			0.9	19					2				2	2	21	10	3
ENSG00000007923	DNAJC11	6	9	5	8	11	9	7	7	8	6	9	13	4	6	8	9	2	7	6	14	4	6	9	8	9	7	9	7	7	6	9	8
ENSG00000007933	FMO3	4	7			0.5	1		2	5	1	0.8	5	201	6	3		0.7				2	1	0.6	0.6		3		0.5	4	1	0.6	
ENSG00000007944	MYLIP	23	18	47	7	12	11	40	12	29	22	8	17	2	25	22	30	3	66	15	15	10	10	12	15	25	9	14	47	13	23	13	13
ENSG00000007952	NOX1					41					0.6										59										1	4	
ENSG00000007968	E2F2			23		3	2		2							6			1		4			2	0.7	0.9	0.7	3		6	1	4	4
ENSG00000008018	PSMB1	43	47	43	28	41	45	45	36	55	39	33	34	29	39	57	37	10	54	42	49	24	24	44	48	42	36	34	40	68	40	51	38
ENSG00000008056	SYN1		5	0.5	145	0.6				0.7	1	2					0.8		1	0.5	0.6			0.6			0.6	1				2	
ENSG00000008083	JARID2	4	3	40	6	4	5	5	7	4	5	3	2	0.9	5	8	5	0.8	7	4	4	3	3	5	4	10	5	19	3	8	5	9	9
ENSG00000008086	CDKL5	1	1	0.5	10	0.9	0.6	2	2	1	1	1	3	0.5	3	0.7	3	0.5	2	3	1	0.8		0.6	1	0.9	2	3	2	0.7	2	0.8	1
ENSG00000008118	CAMK1G		2		13			0.8			0.5		3				12			2					1	5		0.5					
ENSG00000008128	CDK11A	2	3	13	1	3	5	3	2	2	3	1	1	0.9	3	7	2	0.8	3	3	3	2	1	6	3	6	3	3	2	2	3	5	3
ENSG00000008130	NADK	20	23	42	6	15	18	11	9	12	14	5	6	8	15	22	11	4	16	11	12	14	2	15	9	37	24	15	10	15	16	22	9
ENSG00000008196	TFAP2B		3						1				3									2											4
ENSG00000008226	DLEC1	0.5		0.7						9	0.7				2		0.5			0.7	0.5			0.5		0.5		11					0.5
ENSG00000008256	CYTH3	21	7	4	9	7	11	10	9	11	10	10	7	0.9	13	4	9	1	27	6	5	4	3	12	8	7	6	17	16	3	7	5	10
ENSG00000008277	ADAM22	0.8	6		16	1		2	0.7	1	1	0.6	2		0.9	2	3			5	1			0.6	3	1	0.5	0.9	2	0.6	0.8	0.5	0.5
ENSG00000008282	SYPL1	49	50	24	26	52	39	75	79	83	51	28	61	19	47	58	46	10	46	64	52	56	36	40	82	42	59	76	78	89	74	39	62
ENSG00000008283	CYB561	5	61	0.9	7	11	16	6	14	28	10	2	9	2	18	3	4	11	8	40	11	17	0.7	14	4	4	25	3	22	5	9	7	15
ENSG00000008294	SPAG9	15	12	9	25	11	10	17	18	11	17	8	17	8	18	8	17	5	14	10	11	4	6	11	16	11	8	34	26	8	12	10	12
ENSG00000008300	CELSR3		1	0.5	3											0.7											0.6	3					
ENSG00000008311	AASS	12	10	0.7	6	2	2	21	6	6	7	7	11	14	9	3	26	4	5	11	3	3	1	3	8	5	3	6	6	2	8	4	4
ENSG00000008323	PLEKHG6	7				11	17		11	0.6	2		0.5		0.7			0.6	6	0.8	7	3		20			4		2	0.9	3	1	5
ENSG00000008324	SS18L2	6	8	14	7	9	11	6	5	7	7	4	6	6	7	21	8	2	6	14	8	5	2	12	5	11	9	5	8	19	10	14	6
ENSG00000008382	MPND	4	6	6	6	10	15	5	6	7	4	5	6	5	6	5	5	4	4	8	6	6	3	9	3	6	7	3	6	4	6	5	7
ENSG00000008394	MGST1	67	60	5	6	31	12	2	12	3	14	1	21	109	14			2	2	14	16	6		9	3		6	2	20	0.6	24	8	1
ENSG00000008405	CRY1	4	7	5	5	5	7	10	6	10	11	3	4	2	8	4	4	2	6	7	5	2	1	6	8	5	6	25	10	4	6	5	5
ENSG00000008438	PGLYRP1			231															0.8					0.6		3		1				1	
ENSG00000008441	NFIX	38	6	5	46	13	9	29	23	30	24	16	6	6	29	3	30	3	5	51	9	42	69	10	34	6	16	9	11	2	16	9	44
ENSG00000008513	ST3GAL1	9	15	10	6	3	2	7	8	9	16	18	22	8	12	13	9	3	10	4	4	9	8	3	7	14	4	4	47	11	21	16	1
ENSG00000008516	MMP25	0.5		18	0.5	1	0.9				2			0.5	2	3			0.8	0.5	1			2	0.8	11	1			2	2	17	0.7
ENSG00000008517	IL32	10	4	4	2	30	42	3	2	2	11	7	16	59	29	41	2	9	7	5	14	3	24	70	4	78	12	2	3	23	11	31	2
ENSG00000008710	PKD1	6	6	3	6	3	3	5	3	6	3	5	2		5	3	9	2	4	7	1	4	7	4	3	6	4	6	2	0.7	3	4	4
ENSG00000008735	MAPK8IP2		4		28			0.5		0.8							3	0.5		0.6		1					1	4					
ENSG00000008838	MED24	6	8	13	13	8	12	11	7	14	7	7	6	3	10	11	10	3	10	9	8	8	10	10	9	11	11	19	8	9	8	10	11
ENSG00000008853	RHOBTB2	3	4	0.9	11	2	4	4	2	5	4	7	4		21	7	7	1	6	3	2	2	3	8	4	8	4	5	9	9	8	4	2
ENSG00000008869	HEATR5B	6	7	7	8	7	8	7	5	7	7	4	5	3	8	12	7	3	6	9	9	6	1	7	5	10	8	7	9	9	7	9	10
ENSG00000008952	SEC62	33	39	23	46	27	21	36	18	27	30	11	41	36	28	27	31	12	24	37	22	31	7	21	31	33	33	15	55	27	27	25	13
ENSG00000008988	RPS20	228	126	269	48	121	107	145	99	150	102	84	96	66	120	268	417	55	125	153	96	142	78	108	76	224	135	92	127	192	142	178	174
ENSG00000009307	CSDE1	165	106	118	83	125	107	149	146	115	126	160	118	62	109	109	163	36	97	136	120	93	289	112	133	103	104	188	161	125	149	109	125
ENSG00000009335	UBE3C	12	10	6	10	13	10	12	14	12	13	9	9	5	11	11	11	3	9	11	12	7	11	11	16	10	10	18	10	13	14	13	11
ENSG00000009413	REV3L	6	5	4	5	5	3	23	6	9	5	2	3	2	7	5	5	2	6	5	6	2	1	3	17	4	5	9	6	4	7	6	6
ENSG00000009694	TENM1	0.5	2	1	2			0.9		0.5	1		0.9	2	0.6	0.5				3					0.6	0.5		0.5					0.8
ENSG00000009709	PAX7				0.8																		1										
ENSG00000009724	MASP2	0.6	0.5	3	1	0.6	0.7	3		1	0.7			19	1	1	2		0.5	0.9	1	0.7	0.8	1	0.7	2	0.7	1	0.8	0.5		1	2
ENSG00000009765	IYD					5	11				5		20	12							5			13			1		330				
ENSG00000009780	FAM76A	7	3	3	4	4	4	6	5	5	5	3	4	2	6	4	4	1	4	6	5	2	3	4	5	5	4	8	7	4	4	4	4
ENSG00000009790	TRAF3IP3			6		1	2	0.8	0.9	0.6	3				3	29	0.5		0.5	1	3	0.8		4	0.6	18	2	0.5		18	5	16	0.5
ENSG00000009830	POMT2	2	3	1	3	2	2	3	1	3	2	1	2	0.5	2	1	3	0.7	3	2	2	2	1	1	3	2	2	11	4	1	2	2	2
ENSG00000009844	VTA1	5	6	5	10	10	10	6	9	7	7	5	7	4	5	7	5	1	7	6	10	3	5	9	6	7	6	5	7	10	8	8	9
ENSG00000009950	MLXIPL	31	18		2	1	27			3	5		7	22	0.9			2		0.6	2	1	5	22			2	8	1			0.6	
ENSG00000009954	BAZ1B	16	16	16	17	16	12	24	15	18	16	10	13	10	16	24	24	5	16	17	18	9	6	13	21	19	14	17	20	23	19	19	11
ENSG00000010017	RANBP9	18	19	36	29	15	12	20	63	18	24	12	15	12	16	18	17	5	19	20	17	8	14	14	21	14	15	116	17	29	23	21	24
ENSG00000010030	ETV7		0.9			1	8	0.6	1	1	2				2	2	0.8		2	0.5	1	2		7	0.6	2	3	0.6		2	3	3	7
ENSG00000010072	SPRTN	2	2	4	2	2	2	3	3	2	3	1	2	1	2	3	2		3	2	2	1	0.8	2	2	2	2	9	3	3	3	3	3
ENSG00000010165	METTL13	8	8	6	8	9	10	9	6	12	7	5	8	4	9	12	9	2	8	9	10	6	4	9	9	11	9	15	8	14	9	10	9
ENSG00000010219	DYRK4	0.9	2	0.9	2	2	2	3	1	3	2	1	1	0.7	2	2	3	0.5	2	3	3	1	0.6	2	2	3	1	14	4	2	2	2	1
ENSG00000010244	ZNF207	8	10	26	7	9	11	18	11	12	12	5	6	3	11	21	12	2	12	13	15	7	3	12	11	16	12	13	11	18	11	16	14
ENSG00000010256	UQCRC1	30	32	27	30	74	68	23	36	40	23	108	56	26	24	24	19	11	31	29	70	31	114	59	33	25	39	40	30	36	31	29	38
ENSG00000010270	STARD3NL	7	7	8	11	7	6	13	3	10	8	5	8	2	10	6	8	1	14	16	7	3	2	6	10	8	5	11	10	5	8	9	2
ENSG00000010278	CD9	23	81	5	35	151	37	57	223	82	34	22	46	9	133	10	8	8	29	210	119	105	5	54	59	21	27	9	94	81	86	31	93
ENSG00000010282	HHATL				14					0.9		153										4	47					1	12				
ENSG00000010292	NCAPD2	5	5	16	4	11	11	9	9	9	7	3	4	0.9	7	25	6	2	13	6	12	5	2	10	9	11	9	17	8	30	9	16	15
ENSG00000010295	IFFO1	5	6	5	7	2	3	6	3	3	7	5	3	1	9	13	6	0.9	8	5	3	2	3	4	6	17	3	8	2	4	7	10	2
ENSG00000010310	GIPR	1				1	1			2	0.8	1			2	1		0.7		0.9	2	0.7		1		2	10			1	0.8	1	1
ENSG00000010318	PHF7	3	2	3	1	2	3	2	1	2	2	2	2	1	2	3	2	0.7	2	3	5	2	1	3	2	2	2	660	2	2	1	2	4
ENSG00000010319	SEMA3G	55	2		3	4	2	4	3	4	4	4	11		10	2	1	0.6	21	3	3	5	3	7	4	8	3	2	3	1	4	3	3
ENSG00000010322	NISCH	12	19	13	19	8	9	21	9	18	14	7	8	3	19	14	24	5	19	29	9	14	4	11	15	18	10	35	13	8	13	13	25
ENSG00000010327	STAB1	20	29	7	3	11	14	6	8	5	23	6	4	7	12	6	2	1	42	6	12	3	0.9	17	6	70	11	6	4	2	24	39	3
ENSG00000010361	FUZ	3	5	3	4	2	2	5	1	11	3	2	6	0.9	4	3	5	1	3	4	2	3	3	2	2	4	3	18	3	2	2	2	2
ENSG00000010379	SLC6A13				1		2			3			43	2														0.8	0.9				
ENSG00000010404	IDS	14	32	9	190	14	11	29	14	22	20	14	12	4	29	19	29	3	9	19	15	8	4	16	16	21	15	6	20	21	18	21	17
ENSG00000010438	PRSS3		2		6	35	35		21		8	0.7	1				2	3779	1		29	0.9		43	0.7		4	1		7		2	16
ENSG00000010539	ZNF200	1	1	0.5	1	1	2	2	0.9	2	1	0.7	0.9	0.5	2	3	2		2	1	1	0.7		1	1	2	1	8	1	2	2	3	1
ENSG00000010610	CD4	9	9	11	7	12	10	6	8	13	22	3	4	32	36	65	5	1	26	4	18	4		13	8	104	10	4	4	47	27	53	7
ENSG00000010626	LRRC23	2	2	1	3	1	0.6	4	1	41	2	2	3	0.8	4	1	3		1	2	1	1	2	0.7	3	1	1	15	4	2	1	1	2
ENSG00000010671	BTK	2	2	11	1	2	3	2	2	1	5		0.5	0.9	8	31	0.5		3	1	5	1		4	3	23	3	0.8		44	7	21	2
ENSG00000010704	HFE	3	4		0.8	3	2	3	2	3	5	1	3	3	3	2	3	0.8	3	4	3	2		3	3	5	4	0.8	5	2	5	3	2
ENSG00000010803	SCMH1	11	9	9	6	8	8	17	8	18	12	15	9	2	10	7	21	4	7	18	11	12	9	10	16	8	8	22	14	7	12	9	7
ENSG00000010810	FYN	14	3	5	27	5	5	14	5	19	12	7	5	4	14	35	9	0.7	8	2	5	1	1	7	12	23	7	6	15	19	11	19	6
ENSG00000010818	HIVEP2	5	5	1	15	4	4	7	7	13	11	4	5	2	6	13	12	3	5	4	4	5	6	5	5	8	4	2	8	10	9	11	6
ENSG00000010932	FMO1	2	3					1	1	4	3		76		0.6		3		1			1		7	1			1	0.6	6	3		7
ENSG00000011007	TCEB3	14	8	12	7	10	8	9	14	10	11	6	8	7	17	11	11	7	11	9	10	8	7	8	10	12	14	15	13	13	12	12	14
ENSG00000011009	LYPLA2	11	13	15	6	18	27	13	20	26	16	10	19	7	18	22	11	5	23	17	13	13	5	23	6	23	22	11	15	14	23	21	20
ENSG00000011021	CLCN6	5	7	5	13	3	5	7	3	6	5	5	5	2	6	6	11	0.9	5	7	4	2	2	5	5	7	5	12	6	4	4	7	4
ENSG00000011028	MRC2	15	6	3	3	6	4	20	11	18	34	11	7	2	24	3	24	1	7	15	4	3	3	7	16	15	5	13	2	1	18	10	18
ENSG00000011052	NME1-NME2	0.5	0.5	0.7					0.5	0.6						0.5			0.9			0.9			0.6				0.6		0.9	0.5	0.5
ENSG00000011083	SLC6A7				6	1	0.7														3			2									
ENSG00000011105	TSPAN9	11	6		4	4	4	15	6	12	22	46	22	9	16	3	15	2	33	15	3	6	3	5	11	14	3	4	8	4	9	4	16
ENSG00000011114	BTBD7	4	3	3	3	6	4	7	6	7	5	3	6	1	5	4	6	1	5	5	6	2	1	4	6	5	6	5	10	4	6	5	6
ENSG00000011132	APBA3	1	1	1	1	1	2	1	1	2	1	0.7	1	0.5	2	4	2	0.5	2	2	0.7	2	1	2	0.9	4	2	1	1	2	1	3	1
ENSG00000011143	MKS1	2	3	2	2	3	3	6	3	10	3	2	3	0.9	4	3	8	1	3	4	4	4	1	3	4	4	3	7	4	3	3	3	6
ENSG00000011198	ABHD5	21	5	23	4	7	8	5	14	4	9	5	6	6	8	3	2	2	7	4	6	7	2	8	6	3	5	9	9	6	10	9	19
ENSG00000011201	ANOS1	4	3		14	0.6		0.7	1	1	2	3	0.7		56	1			0.8	3	0.7	1	2		0.5	0.6	0.8	4	7	0.8	1	0.9	3
ENSG00000011243	AKAP8L	6	11	24	7	5	10	11	5	12	8	6	6	3	10	13	12	3	11	11	6	6	5	7	8	15	8	18	10	9	8	9	8
ENSG00000011258	MBTD1	4	4	6	3	5	5	7	4	5	4	2	4	3	5	7	8	2	5	5	6	3	1	6	4	6	7	22	6	6	5	5	9
ENSG00000011260	UTP18	6	13	16	11	11	11	11	11	11	9	3	10	6	10	20	14	3	15	11	10	5	3	9	7	15	11	37	14	23	12	17	13
ENSG00000011275	RNF216	7	6	10	8	4	5	10	8	10	8	8	5	2	7	15	11	3	7	8	5	5	4	6	10	12	6	20	9	10	9	11	6
ENSG00000011295	TTC19	6	13	7	14	12	13	9	7	10	7	6	12	5	9	7	7	3	7	11	14	6	3	13	8	8	8	5	16	7	9	7	10
ENSG00000011304	PTBP1	19	20	44	6	25	32	24	21	23	23	6	20	12	26	37	25	9	38	24	17	21	4	32	16	36	25	20	23	25	22	37	25
ENSG00000011332	DPF1				5																							0.6					
ENSG00000011347	SYT7	1	3		34	2	1	1	0.9	1	0.7	5	2	7	0.9		0.7	3	16	40	3	22	0.7	2	1	2	2	2	2			0.7	0.9
ENSG00000011376	LARS2	3	6	3	6	7	4	4	4	5	4	4	8	4	3	5	4	0.9	5	5	8	3	2	4	5	4	4	4	5	5	6	5	3
ENSG00000011405	PIK3C2A	14	13	4	11	11	11	17	11	14	17	6	17	6	12	9	10	3	16	14	11	6	1	8	14	11	12	18	24	7	12	10	9
ENSG00000011422	PLAUR	2	2	90	0.5	4	2	5	1	2	16	0.9	0.7	5	9	2	1	0.8	5	2	5	0.7		1	3	5	5	0.6	0.6	3	9	24	0.9
ENSG00000011426	ANLN	0.6	0.5	16	41	3	3	0.5	6	0.6	1			0.5	0.7	4	0.7		6	0.6	4			3	3	0.8	4	10		8	3	4	9
ENSG00000011451	WIZ	7	4	3	4	3	4	7	4	5	3	3	4	0.8	4	4	6	2	4	6	2	4	2	4	4	6	3	12	3	1	4	5	4
ENSG00000011454	RABGAP1	9	8	2	15	9	6	14	13	12	10	8	9	3	10	10	11	2	9	14	10	7	5	6	16	10	8	15	19	9	12	10	9
ENSG00000011465	DCN	159	146		8	83	18	161	80	165	278	108	35	31	115	20	322	9	186	59	72	21	15	44	158	1	31	39	18	36	197	31	60
ENSG00000011478	QPCTL	2	3	4	2	3	3	3	2	4	2	0.9	2	2	3	5	3	1	3	5	3	3		2	2	5	3	3	6	3	3	4	4
ENSG00000011485	PPP5C	5	7	4	8	6	5	7	5	9	6	8	6	3	6	7	6	2	5	6	6	4	4	5	7	8	5	5	7	5	5	6	6
ENSG00000011523	CEP68	7	4	2	12	4	3	13	6	10	8	6	4	0.6	5	6	14	2	5	6	4	4	5	3	10	6	6	5	6	5	7	5	6
ENSG00000011566	MAP4K3	9	11	4	10	7	8	12	6	9	11	7	12	4	8	4	13	2	13	11	8	4	5	9	10	7	16	15	16	4	11	5	10
ENSG00000011590	ZBTB32															3										1	0.5	23		2	0.9	3	
ENSG00000011600	TYROBP	18	30	158	12	17	27	6	6	12	35	7	6	19	99	26	4	2	61	9	17	9	1	28	7	151	22	6	5	12	31	127	4
ENSG00000011638	TMEM159	11	14	2	3	10	4	12	22	14	13	31	8	0.7	10	8	32	2	3	13	11	11	31	6	11	5	10	8	8	13	23	5	40
ENSG00000011677	GABRA3				14														2									0.7			0.5		
ENSG00000012048	BRCA1	0.9	0.5	3	0.9	2	1	1	1	1	0.8	0.7	0.5	1	1	3	0.7		2	0.7	3	0.6		2	1	1	1	7	2	5	1	4	2
ENSG00000012061	ERCC1	5	7	5	5	4	5	8	6	11	7	10	4	2	7	8	10	3	6	9	5	10	4	5	7	8	5	6	7	7	6	7	12
ENSG00000012124	CD22		1	2	3	1	0.8	1	0.5	13	2				3	125	53		0.9	0.8	3	0.5		2	0.9	63	2	1		110	4	45	
ENSG00000012171	SEMA3B	5	28		11	9	20	9	2	6	5	3	16		16		4	3	12	6	4	2	1	26	5	2	17	3	3		2	4	1
ENSG00000012174	MBTPS2	3	5	0.5	5	3	2	5	3	4	4	2	4	4	3	2	6	1	4	5	3	2	1	2	4	2	2	2	4	2	4	3	2
ENSG00000012211	PRICKLE3	2	2	0.7		2	2	2	3	2	1	2	1	0.6	3	2	1	0.8	3	2	1	1	2	2	1	3	2	1	2	2	2	2	4
ENSG00000012223	LTF	2		1601		0.6	0.6	2		0.8	2	0.9	4		2	4		2	1	65	1	291		0.7	0.9	12	144		3	259	2	17	5
ENSG00000012232	EXTL3	4	8	0.9	8	2	2	5	4	7	4	9	3		4	3	4	1	6	4	2	3	3	2	7	5	3	7	4	2	5	4	5
ENSG00000012504	NR1H4		13			3	11				6		8	26			11				0.6			10							1		
ENSG00000012660	ELOVL5	119	91	37	40	11	16	26	18	32	38	10	21	31	32	60	15	2	21	109	11	6	2	10	35	31	11	57	24	46	28	52	9
ENSG00000012779	ALOX5	1	4	70	1	4	7	2	5	3	21	1	1	0.9	46	27	0.9	2	8	5	4	2		11	3	30	10	2	1	23	36	46	3
ENSG00000012817	KDM5D			5	4	8	9		8		10			3				2	3	12	12			18		8	9	8		15	10		
ENSG00000012822	CALCOCO1	22	15	9	14	8	13	29	14	19	20	17	12	4	29	16	23	5	15	18	12	20	16	13	16	21	14	14	14	13	15	12	40
ENSG00000012963	UBR7	9	9	11	19	13	9	12	11	14	13	11	10	5	10	15	14	5	7	11	14	6	4	10	11	11	11	20	14	21	12	12	12
ENSG00000012983	MAP4K5	9	8	8	11	8	7	22	12	12	14	3	5	2	10	8	19	2	9	11	9	6	2	8	15	8	8	6	10	7	12	8	17
ENSG00000013016	EHD3	2	7	1	33	2	2	4	23	6	4	10	15	4	5	6	2		11	5	2	1	0.6	2	4	6	1	2	2	11	8	6	3
ENSG00000013275	PSMC4	19	24	23	24	24	26	22	25	30	25	20	27	13	19	27	18	5	27	24	24	12	13	22	27	25	21	27	34	33	31	32	24
ENSG00000013288	MAN2B2	7	7	6	7	6	6	7	5	7	9	6	6	4	10	8	14	3	9	11	4	6		6	5	11	9	4	12	4	9	8	5
ENSG00000013293	SLC7A14		2		19																											0.6	
ENSG00000013297	CLDN11	3	1	0.5	23	1		1	1	0.7	9	0.8	1	0.6	2	0.6	25		2	3	1	1		0.7	1	1	0.7	52			3	0.9	1
ENSG00000013306	SLC25A39	13	24	79	10	21	28	14	25	22	15	11	25	6	16	22	13	11	19	22	17	17	5	21	10	24	21	29	28	15	17	21	28
ENSG00000013364	MVP	14	33	12	5	42	56	12	14	21	28	7	25	5	38	27	18	5	16	14	27	8	3	56	16	34	45	16	8	17	25	42	17
ENSG00000013374	NUB1	15	13	11	10	15	21	17	10	15	15	9	12	9	16	23	16	5	13	15	14	11	7	19	12	22	14	24	19	20	17	20	13
ENSG00000013375	PGM3	6	9	2	5	6	6	7	4	6	12	3	4	7	7	4	8	4	12	25	7	8	0.9	6	6	4	8	10	10	4	8	7	5
ENSG00000013392	RWDD2A	2	6		7	2	2	4	2	4	5	3	3	1	3	3	4	1	2	13	2	3	0.7	2	3	3	2	10	6	2	3	2	2
ENSG00000013441	CLK1	24	58	141	17	18	33	62	29	33	44	15	14	14	33	61	57	12	32	50	26	22	13	27	17	57	28	17	30	46	36	49	67
ENSG00000013503	POLR3B	2	4	1	3	3	2	3	4	4	3	2	4	3	3	3	4	0.8	4	3	3	2	1	2	2	2	3	4	4	4	3	4	5
ENSG00000013523	ANGEL1	3	7	2	8	4	4	7	4	8	6	5	5	2	7	6	10	7	5	5	5	6	2	4	5	13	7	27	6	5	6	6	3
ENSG00000013561	RNF14	12	19	5	15	14	10	11	8	12	11	15	17	8	10	10	10	3	12	16	13	8	6	12	12	10	10	26	18	12	13	10	8
ENSG00000013563	DNASE1L1	5	5	6	2	4	4	4	5	6	5	7	5	1	6	6	4	1	6	5	4	3	13	4	4	8	5	3	9	5	6	5	4
ENSG00000013573	DDX11	2	2	12	0.9	3	4	4	2	4	3	1	1	0.7	3	8	6	2	3	3	6	2	0.6	5	2	6	4	4	3	6	4	6	7
ENSG00000013583	HEBP1	12	18	11	7	9	59	10	8	11	9	8	13	16	13	5	19	5	8	11	5	6	3	39	9	12	6	6	26	6	10	6	11
ENSG00000013588	GPRC5A	2	1	0.7	0.5	24	8	4	5	2	12		2		134		5		5	2	23	0.5		10	3		11	0.7	28	1	18	6	
ENSG00000013619	MAMLD1	2	2	0.8	5	0.6	0.5	5	1	4	2	0.8	0.7	0.5	2	0.9	9	0.8	1	2	0.8	0.9	1	0.6	2	1	0.8	10	0.5	0.6	1	1	0.9
ENSG00000013725	CD6	0.5		7		1	2		1	1	3			0.5	3	22	0.6				2	1		3		12	4			14	3	13	0.8
ENSG00000013810	TACC3	2	1	27	0.8	3	5	0.8	2	0.9	2	0.7	0.5	0.5	3	24	0.5		4	0.8	3	1		4	1	8	4	21	0.7	15	3	12	3
ENSG00000014123	UFL1	13	19	12	13	18	19	20	18	19	19	13	15	11	15	22	19	6	14	24	18	14	6	20	14	16	22	16	27	19	23	20	18
ENSG00000014138	POLA2	1	1	5	1	3	3	3	2	3	2	1	1	0.9	3	6	3	0.5	2	2	4	1	0.5	3	3	5	3	4	2	8	2	5	3
ENSG00000014164	ZC3H3	4	2	9	3	3	9	3	3	4	2	2	3	0.8	4	4	4	1	4	3	2	3	2	8	2	8	6	11	3	2	2	5	3
ENSG00000014216	CAPN1	10	9	17	7	19	23	11	59	32	19	9	10	4	20	18	9	6	21	20	15	19	7	25	12	16	21	3	26	22	29	17	36
ENSG00000014257	ACPP	1	2	8		1	1	0.6	19	0.7	0.8		10		2	0.7			4	2681	2	3		1		0.7	2		1	3	1	5	15
ENSG00000014641	MDH1	43	46	13	65	31	32	19	22	30	18	174	43	19	16	27	17	4	19	26	38	17	62	29	28	16	16	16	27	38	29	21	17
ENSG00000014824	SLC30A9	8	17	5	21	18	14	15	12	13	12	15	28	7	11	9	12	4	10	16	16	9	6	13	11	9	14	10	21	10	13	9	9
ENSG00000014914	MTMR11	2	16	1	2	23	47	16	4	6	16	1	5	0.6	5	0.9	16		5	5	40	1	0.5	47	13	2	8	7	0.8	1	4	5	12
ENSG00000014919	COX15	8	16	5	10	14	11	11	10	15	12	9	14	10	8	13	14	3	9	12	14	6	8	10	10	13	12	10	14	16	11	10	10
ENSG00000015133	CCDC88C	2		8	0.6	4	5	2	3	7	3	0.7	2	0.5	4	13		1	1	4	3	3		5	1	11	5	5	0.7	7	4	9	3
ENSG00000015153	YAF2	2	2	3	4	1	2	2	2	2	2	5	1	2	1	2	2		2	2	1	0.8	2	2	2	3	1	2	2	2	2	2	1
ENSG00000015171	ZMYND11	24	28	6	50	22	20	45	28	33	32	24	29	11	29	18	38	9	21	39	22	21	13	21	40	23	30	23	66	17	33	20	21
ENSG00000015285	WAS	3	3	33	3	4	6	2	3	2	8	1	2	2	9	46	1	0.5	8	2	5	2		8	2	51	7	1	1	34	10	51	2
ENSG00000015413	DPEP1		0.9				45				2		126			0.7		70						155		0.7		25		0.5	2		
ENSG00000015475	BID	4	3	13	7	5	4	2	2	3	4	2	2	4	3	7	1	0.7	3	3	5	2	1	5	2	8	3	1	2	6	7	10	2
ENSG00000015479	MATR3	0.6	1	2	1	0.5	0.6	2	0.7	1	0.9		0.5		0.8	1	2		0.9	1	0.8	0.5		0.6	0.8	1	0.6	0.9	1	0.8	0.7	0.9	1
ENSG00000015520	NPC1L1						42				4		0.5	11										48			2	0.6					
ENSG00000015532	XYLT2	3	4	1	2	3	3	5	3	7	3	3	4	0.9	4	6	6	2	6	7	3	4	1	3	3	6	12	9	5	3	4	4	7
ENSG00000015592	STMN4		3		74																0.5												
ENSG00000015676	NUDCD3	8	8	4	21	7	5	11	10	14	8	9	7	3	9	9	12	2	7	10	8	6	8	6	11	9	7	10	9	10	8	7	10
ENSG00000016082	ISL1		0.9				2											0.9	5	9	2			0.5			7	1			0.6		0.7
ENSG00000016391	CHDH		1		5	6	5	2		2	3	0.6	25	6	2	0.8	1	3		4	8	8	0.9	7	0.7		4	4	1	1		1	0.8
ENSG00000016402	IL20RA		5			2	2	4	3	13	4				3		3	1		5	2	3		0.6	1		3	1	0.6	2	5		18
ENSG00000016490	CLCA1	1				511	701	0.6					1								938			1348	8		4					62	
ENSG00000016602	CLCA4				3	101			245				0.6							0.5	111			2	4					32	34	15	13
ENSG00000016864	GLT8D1	10	17	3	10	11	10	17	8	25	16	8	11	9	14	12	23	3	18	15	15	9	2	10	14	12	13	29	26	11	18	12	10
ENSG00000017260	ATP2C1	13	16	12	24	14	10	16	11	20	15	9	15	6	24	11	14	3	12	49	16	9	4	11	12	10	14	15	15	12	16	13	21
ENSG00000017427	IGF1	5				0.5		3		1	2			2		0.5			2	2	0.5				4	0.6		0.6			2	3	
ENSG00000017483	SLC38A5		0.6	16	7	4	5	1	2	2	1	0.5			7	3	1	23	0.5	2	5	3		3	2	2	4		9	3	5	5	7
ENSG00000017797	RALBP1	20	16	11	19	22	13	19	32	24	19	13	31	8	18	18	20	3	23	22	20	10	9	14	16	20	19	11	17	20	29	19	43
ENSG00000018189	RUFY3	5	16	3	42	4	4	16	8	5	8	3	6	3	9	8	15	1	5	9	6	3	3	6	7	11	6	18	16	6	6	8	17
ENSG00000018236	CNTN1	2	23		70	2	1	9	4	1	9		6		2	2	37	1		17	2	2		2	6	5	2	8	0.7	2	9	1	2
ENSG00000018280	SLC11A1	0.6	2	9					0.6		2				11				3						0.5	8			0.5		2	13	
